Institution_ID,Staff_ID,Staff_Type,Measure,Month,Passed_Count,Flagged_Count,Excluded_Count,Denominator,Pass_percentage
1,34,CRNA,TOC02,7/1/2021,51,0,18,51,1
1,34,CRNA,TOC02,9/1/2021,36,1,36,37,0.972972973
1,34,CRNA,TOC02,10/1/2021,53,0,14,53,1
1,34,CRNA,TOC02,11/1/2021,53,0,8,53,1
1,35,Resident,BP02,5/1/2021,33,0,1,33,1
1,35,Resident,BP02,8/1/2021,50,5,3,55,0.909090909
1,35,Resident,BP02,9/1/2021,34,1,17,35,0.971428571
1,35,Resident,BP02,10/1/2021,39,2,1,41,0.951219512
1,35,Resident,BP02,11/1/2021,26,5,1,31,0.838709677
1,35,Resident,FLUID01NC,5/1/2021,33,0,1,33,1
1,35,Resident,FLUID01NC,8/1/2021,56,0,2,56,1
1,35,Resident,FLUID01NC,9/1/2021,52,0,0,52,1
1,35,Resident,FLUID01NC,10/1/2021,42,0,0,42,1
1,35,Resident,FLUID01NC,11/1/2021,32,0,0,32,1
1,35,Resident,FLUID01NC,12/1/2021,31,0,1,31,1
1,35,Resident,PONV03,8/1/2021,37,13,8,50,0.74
1,35,Resident,PONV03,9/1/2021,25,7,20,32,0.78125
1,35,Resident,PONV03,10/1/2021,25,6,11,31,0.806451613
1,35,Resident,PONV03,11/1/2021,28,3,1,31,0.903225806
1,35,Resident,PONV03b,8/1/2021,47,3,8,50,0.94
1,35,Resident,PONV03b,9/1/2021,29,3,20,32,0.90625
1,35,Resident,PONV03b,10/1/2021,29,2,11,31,0.935483871
1,35,Resident,PONV03b,11/1/2021,30,1,1,31,0.967741935
1,35,Resident,BP01,5/1/2021,33,0,1,33,1
1,35,Resident,BP01,8/1/2021,53,1,4,54,0.981481481
1,35,Resident,BP01,10/1/2021,41,0,1,41,1
1,35,Resident,BP01,11/1/2021,31,0,1,31,1
1,35,Resident,BP01,12/1/2021,29,1,2,30,0.966666667
1,35,Resident,BP03,5/1/2021,29,4,1,33,0.878787879
1,35,Resident,BP03,8/1/2021,42,11,5,53,0.79245283
1,35,Resident,BP03,10/1/2021,40,1,1,41,0.975609756
1,35,Resident,BP03,11/1/2021,21,10,1,31,0.677419355
1,35,Resident,BP03,12/1/2021,24,6,2,30,0.8
1,37,CRNA,BP02,1/1/2021,84,1,4,85,0.988235294
1,37,CRNA,BP02,2/1/2021,56,2,7,58,0.965517241
1,37,CRNA,BP02,3/1/2021,70,0,8,70,1
1,37,CRNA,BP02,4/1/2021,56,0,11,56,1
1,37,CRNA,BP02,5/1/2021,55,1,10,56,0.982142857
1,37,CRNA,BP02,6/1/2021,46,1,11,47,0.978723404
1,37,CRNA,BP02,7/1/2021,55,2,10,57,0.964912281
1,37,CRNA,BP02,8/1/2021,32,0,6,32,1
1,37,CRNA,FLUID01NC,1/1/2021,86,0,3,86,1
1,37,CRNA,FLUID01NC,2/1/2021,63,0,2,63,1
1,37,CRNA,FLUID01NC,3/1/2021,77,0,1,77,1
1,37,CRNA,FLUID01NC,4/1/2021,66,0,1,66,1
1,37,CRNA,FLUID01NC,5/1/2021,66,0,0,66,1
1,37,CRNA,FLUID01NC,6/1/2021,53,0,5,53,1
1,37,CRNA,FLUID01NC,7/1/2021,65,0,2,65,1
1,37,CRNA,FLUID01NC,8/1/2021,37,0,1,37,1
1,37,CRNA,PONV03,1/1/2021,55,11,23,66,0.833333333
1,37,CRNA,PONV03,2/1/2021,40,7,18,47,0.85106383
1,37,CRNA,PONV03,3/1/2021,44,5,29,49,0.897959184
1,37,CRNA,PONV03,4/1/2021,43,7,17,50,0.86
1,37,CRNA,PONV03,5/1/2021,42,5,19,47,0.893617021
1,37,CRNA,PONV03,6/1/2021,39,3,16,42,0.928571429
1,37,CRNA,PONV03,7/1/2021,47,6,14,53,0.886792453
1,37,CRNA,PONV03,8/1/2021,32,1,5,33,0.96969697
1,37,CRNA,PONV03b,1/1/2021,61,5,23,66,0.924242424
1,37,CRNA,PONV03b,2/1/2021,43,4,18,47,0.914893617
1,37,CRNA,PONV03b,3/1/2021,47,2,29,49,0.959183673
1,37,CRNA,PONV03b,4/1/2021,46,4,17,50,0.92
1,37,CRNA,PONV03b,5/1/2021,44,3,19,47,0.936170213
1,37,CRNA,PONV03b,6/1/2021,41,1,16,42,0.976190476
1,37,CRNA,PONV03b,7/1/2021,48,5,14,53,0.905660377
1,37,CRNA,PONV03b,8/1/2021,33,0,5,33,1
1,37,CRNA,SUS01,1/1/2021,39,6,44,45,0.866666667
1,37,CRNA,SUS01,2/1/2021,39,0,26,39,1
1,37,CRNA,SUS01,3/1/2021,50,4,24,54,0.925925926
1,37,CRNA,SUS01,4/1/2021,28,2,37,30,0.933333333
1,37,CRNA,SUS01,5/1/2021,30,3,33,33,0.909090909
1,37,CRNA,SUS01,6/1/2021,27,4,27,31,0.870967742
1,37,CRNA,BP01,1/1/2021,49,0,40,49,1
1,37,CRNA,BP01,4/1/2021,30,0,37,30,1
1,37,CRNA,BP01,5/1/2021,34,0,32,34,1
1,37,CRNA,BP01,7/1/2021,33,0,34,33,1
1,37,CRNA,BP03,1/1/2021,47,2,40,49,0.959183673
1,37,CRNA,BP03,4/1/2021,29,1,37,30,0.966666667
1,37,CRNA,BP03,5/1/2021,28,6,32,34,0.823529412
1,37,CRNA,BP03,7/1/2021,32,1,34,33,0.96969697
1,37,CRNA,TOC02,1/1/2021,61,0,28,61,1
1,37,CRNA,TOC02,2/1/2021,43,0,22,43,1
1,37,CRNA,TOC02,3/1/2021,43,0,35,43,1
1,37,CRNA,TOC02,4/1/2021,32,0,35,32,1
1,37,CRNA,TOC02,5/1/2021,36,0,30,36,1
1,37,CRNA,TOC02,6/1/2021,34,0,24,34,1
1,37,CRNA,TOC02,7/1/2021,42,1,24,43,0.976744186
1,38,Resident,BP02,2/1/2021,41,2,1,43,0.953488372
1,38,Resident,BP02,3/1/2021,42,1,4,43,0.976744186
1,38,Resident,BP02,6/1/2021,36,0,48,36,1
1,38,Resident,BP02,7/1/2021,43,2,8,45,0.955555556
1,38,Resident,FLUID01NC,2/1/2021,44,0,0,44,1
1,38,Resident,FLUID01NC,3/1/2021,47,0,0,47,1
1,38,Resident,FLUID01NC,6/1/2021,83,0,1,83,1
1,38,Resident,FLUID01NC,7/1/2021,47,0,6,47,1
1,38,Resident,FLUID01NC,12/1/2021,30,0,2,30,1
1,39,CRNA,BP02,1/1/2021,51,1,5,52,0.980769231
1,39,CRNA,BP02,2/1/2021,47,1,3,48,0.979166667
1,39,CRNA,BP02,3/1/2021,75,4,6,79,0.949367089
1,39,CRNA,BP02,4/1/2021,55,3,9,58,0.948275862
1,39,CRNA,BP02,5/1/2021,46,2,5,48,0.958333333
1,39,CRNA,BP02,6/1/2021,78,1,7,79,0.987341772
1,39,CRNA,BP02,7/1/2021,48,2,7,50,0.96
1,39,CRNA,BP02,8/1/2021,32,2,5,34,0.941176471
1,39,CRNA,BP02,9/1/2021,57,1,7,58,0.982758621
1,39,CRNA,BP02,10/1/2021,43,3,5,46,0.934782609
1,39,CRNA,BP02,11/1/2021,62,5,14,67,0.925373134
1,39,CRNA,BP02,12/1/2021,43,3,1,46,0.934782609
1,39,CRNA,FLUID01NC,1/1/2021,55,0,2,55,1
1,39,CRNA,FLUID01NC,2/1/2021,45,0,6,45,1
1,39,CRNA,FLUID01NC,3/1/2021,77,0,8,77,1
1,39,CRNA,FLUID01NC,4/1/2021,63,0,4,63,1
1,39,CRNA,FLUID01NC,5/1/2021,46,0,7,46,1
1,39,CRNA,FLUID01NC,6/1/2021,85,0,1,85,1
1,39,CRNA,FLUID01NC,7/1/2021,52,0,5,52,1
1,39,CRNA,FLUID01NC,8/1/2021,36,0,3,36,1
1,39,CRNA,FLUID01NC,9/1/2021,63,0,2,63,1
1,39,CRNA,FLUID01NC,10/1/2021,48,0,3,48,1
1,39,CRNA,FLUID01NC,11/1/2021,77,0,4,77,1
1,39,CRNA,FLUID01NC,12/1/2021,44,0,3,44,1
1,39,CRNA,PONV03,1/1/2021,40,0,17,40,1
1,39,CRNA,PONV03,3/1/2021,47,8,30,55,0.854545455
1,39,CRNA,PONV03,4/1/2021,47,4,16,51,0.921568627
1,39,CRNA,PONV03,5/1/2021,43,2,8,45,0.955555556
1,39,CRNA,PONV03,6/1/2021,51,8,27,59,0.86440678
1,39,CRNA,PONV03,7/1/2021,34,4,19,38,0.894736842
1,39,CRNA,PONV03,8/1/2021,27,4,8,31,0.870967742
1,39,CRNA,PONV03,9/1/2021,41,6,18,47,0.872340426
1,39,CRNA,PONV03,10/1/2021,37,5,9,42,0.880952381
1,39,CRNA,PONV03,11/1/2021,58,6,17,64,0.90625
1,39,CRNA,PONV03,12/1/2021,30,3,14,33,0.909090909
1,39,CRNA,PONV03b,1/1/2021,40,0,17,40,1
1,39,CRNA,PONV03b,3/1/2021,53,2,30,55,0.963636364
1,39,CRNA,PONV03b,4/1/2021,50,1,16,51,0.980392157
1,39,CRNA,PONV03b,5/1/2021,44,1,8,45,0.977777778
1,39,CRNA,PONV03b,6/1/2021,55,4,27,59,0.93220339
1,39,CRNA,PONV03b,7/1/2021,37,1,19,38,0.973684211
1,39,CRNA,PONV03b,8/1/2021,29,2,8,31,0.935483871
1,39,CRNA,PONV03b,9/1/2021,45,2,18,47,0.957446809
1,39,CRNA,PONV03b,10/1/2021,40,2,9,42,0.952380952
1,39,CRNA,PONV03b,11/1/2021,61,3,17,64,0.953125
1,39,CRNA,PONV03b,12/1/2021,32,1,14,33,0.96969697
1,39,CRNA,SUS01,1/1/2021,35,2,20,37,0.945945946
1,39,CRNA,SUS01,2/1/2021,37,4,10,41,0.902439024
1,39,CRNA,SUS01,3/1/2021,43,6,36,49,0.87755102
1,39,CRNA,SUS01,4/1/2021,31,5,31,36,0.861111111
1,39,CRNA,SUS01,6/1/2021,49,4,33,53,0.924528302
1,39,CRNA,SUS01,9/1/2021,33,5,27,38,0.868421053
1,39,CRNA,SUS01,11/1/2021,36,6,39,42,0.857142857
1,39,CRNA,BP01,1/1/2021,55,0,2,55,1
1,39,CRNA,BP01,2/1/2021,49,0,2,49,1
1,39,CRNA,BP01,3/1/2021,78,0,7,78,1
1,39,CRNA,BP01,4/1/2021,63,0,4,63,1
1,39,CRNA,BP01,5/1/2021,52,0,1,52,1
1,39,CRNA,BP01,6/1/2021,84,0,2,84,1
1,39,CRNA,BP01,7/1/2021,53,0,4,53,1
1,39,CRNA,BP01,8/1/2021,36,0,3,36,1
1,39,CRNA,BP01,9/1/2021,64,0,1,64,1
1,39,CRNA,BP01,10/1/2021,45,0,6,45,1
1,39,CRNA,BP01,11/1/2021,78,1,2,79,0.987341772
1,39,CRNA,BP01,12/1/2021,45,0,2,45,1
1,39,CRNA,BP03,1/1/2021,47,6,4,53,0.886792453
1,39,CRNA,BP03,2/1/2021,44,5,2,49,0.897959184
1,39,CRNA,BP03,3/1/2021,70,7,8,77,0.909090909
1,39,CRNA,BP03,4/1/2021,59,4,4,63,0.936507937
1,39,CRNA,BP03,5/1/2021,48,4,1,52,0.923076923
1,39,CRNA,BP03,6/1/2021,77,7,2,84,0.916666667
1,39,CRNA,BP03,7/1/2021,46,7,4,53,0.867924528
1,39,CRNA,BP03,8/1/2021,32,4,3,36,0.888888889
1,39,CRNA,BP03,9/1/2021,60,4,1,64,0.9375
1,39,CRNA,BP03,10/1/2021,43,2,6,45,0.955555556
1,39,CRNA,BP03,11/1/2021,76,3,2,79,0.962025316
1,39,CRNA,BP03,12/1/2021,37,8,2,45,0.822222222
1,39,CRNA,PAIN02,2/1/2021,19,17,15,36,0.527777778
1,39,CRNA,PAIN02,3/1/2021,21,21,43,42,0.5
1,39,CRNA,PAIN02,4/1/2021,16,14,37,30,0.533333333
1,39,CRNA,PAIN02,6/1/2021,32,17,37,49,0.653061224
1,39,CRNA,PAIN02,9/1/2021,19,17,29,36,0.527777778
1,39,CRNA,TOC02,1/1/2021,31,0,26,31,1
1,39,CRNA,TOC02,3/1/2021,43,0,42,43,1
1,39,CRNA,TOC02,4/1/2021,35,0,32,35,1
1,39,CRNA,TOC02,5/1/2021,33,0,20,33,1
1,39,CRNA,TOC02,6/1/2021,45,0,41,45,1
1,39,CRNA,TOC02,9/1/2021,42,0,23,42,1
1,39,CRNA,TOC02,10/1/2021,30,0,21,30,1
1,39,CRNA,TOC02,11/1/2021,46,1,34,47,0.978723404
1,40,CRNA,FLUID01NC,1/1/2021,40,0,3,40,1
1,40,CRNA,FLUID01NC,2/1/2021,40,0,0,40,1
1,40,CRNA,FLUID01NC,3/1/2021,41,0,0,41,1
1,40,CRNA,FLUID01NC,10/1/2021,38,0,0,38,1
1,41,CRNA,BP02,1/1/2021,59,2,12,61,0.967213115
1,41,CRNA,BP02,2/1/2021,49,1,15,50,0.98
1,41,CRNA,BP02,3/1/2021,73,0,16,73,1
1,41,CRNA,BP02,4/1/2021,32,2,20,34,0.941176471
1,41,CRNA,BP02,5/1/2021,62,1,7,63,0.984126984
1,41,CRNA,BP02,6/1/2021,79,2,14,81,0.975308642
1,41,CRNA,BP02,7/1/2021,75,0,10,75,1
1,41,CRNA,BP02,8/1/2021,63,1,7,64,0.984375
1,41,CRNA,BP02,9/1/2021,47,1,6,48,0.979166667
1,41,CRNA,BP02,10/1/2021,52,1,11,53,0.981132075
1,41,CRNA,BP02,11/1/2021,50,1,8,51,0.980392157
1,41,CRNA,BP02,12/1/2021,36,0,8,36,1
1,41,CRNA,FLUID01NC,1/1/2021,67,0,6,67,1
1,41,CRNA,FLUID01NC,2/1/2021,64,0,1,64,1
1,41,CRNA,FLUID01NC,3/1/2021,87,0,2,87,1
1,41,CRNA,FLUID01NC,4/1/2021,54,0,0,54,1
1,41,CRNA,FLUID01NC,5/1/2021,67,0,3,67,1
1,41,CRNA,FLUID01NC,6/1/2021,90,0,5,90,1
1,41,CRNA,FLUID01NC,7/1/2021,82,0,3,82,1
1,41,CRNA,FLUID01NC,8/1/2021,70,0,1,70,1
1,41,CRNA,FLUID01NC,9/1/2021,50,0,4,50,1
1,41,CRNA,FLUID01NC,10/1/2021,61,0,3,61,1
1,41,CRNA,FLUID01NC,11/1/2021,59,0,0,59,1
1,41,CRNA,FLUID01NC,12/1/2021,43,0,1,43,1
1,41,CRNA,PAIN01,3/1/2021,18,14,57,32,0.5625
1,41,CRNA,PAIN01,5/1/2021,28,6,36,34,0.823529412
1,41,CRNA,PAIN01,6/1/2021,35,12,48,47,0.744680851
1,41,CRNA,PAIN01,9/1/2021,27,3,24,30,0.9
1,41,CRNA,PONV03,1/1/2021,40,7,26,47,0.85106383
1,41,CRNA,PONV03,2/1/2021,41,3,21,44,0.931818182
1,41,CRNA,PONV03,3/1/2021,57,9,23,66,0.863636364
1,41,CRNA,PONV03,4/1/2021,34,6,14,40,0.85
1,41,CRNA,PONV03,5/1/2021,36,3,31,39,0.923076923
1,41,CRNA,PONV03,6/1/2021,51,7,37,58,0.879310345
1,41,CRNA,PONV03,7/1/2021,38,11,36,49,0.775510204
1,41,CRNA,PONV03,8/1/2021,35,5,31,40,0.875
1,41,CRNA,PONV03,9/1/2021,28,2,24,30,0.933333333
1,41,CRNA,PONV03,10/1/2021,30,5,29,35,0.857142857
1,41,CRNA,PONV03,11/1/2021,33,6,20,39,0.846153846
1,41,CRNA,PONV03b,1/1/2021,41,6,26,47,0.872340426
1,41,CRNA,PONV03b,2/1/2021,43,1,21,44,0.977272727
1,41,CRNA,PONV03b,3/1/2021,62,4,23,66,0.939393939
1,41,CRNA,PONV03b,4/1/2021,36,4,14,40,0.9
1,41,CRNA,PONV03b,5/1/2021,37,2,31,39,0.948717949
1,41,CRNA,PONV03b,6/1/2021,56,2,37,58,0.965517241
1,41,CRNA,PONV03b,7/1/2021,42,7,36,49,0.857142857
1,41,CRNA,PONV03b,8/1/2021,37,3,31,40,0.925
1,41,CRNA,PONV03b,9/1/2021,29,1,24,30,0.966666667
1,41,CRNA,PONV03b,10/1/2021,32,3,29,35,0.914285714
1,41,CRNA,PONV03b,11/1/2021,33,6,20,39,0.846153846
1,41,CRNA,SUS01,1/1/2021,33,4,36,37,0.891891892
1,41,CRNA,SUS01,2/1/2021,37,2,26,39,0.948717949
1,41,CRNA,SUS01,3/1/2021,33,3,53,36,0.916666667
1,41,CRNA,SUS01,5/1/2021,41,4,25,45,0.911111111
1,41,CRNA,SUS01,6/1/2021,60,6,29,66,0.909090909
1,41,CRNA,SUS01,7/1/2021,38,4,43,42,0.904761905
1,41,CRNA,SUS01,8/1/2021,33,9,29,42,0.785714286
1,41,CRNA,SUS01,9/1/2021,32,2,20,34,0.941176471
1,41,CRNA,SUS01,10/1/2021,39,1,24,40,0.975
1,41,CRNA,SUS01,11/1/2021,32,4,23,36,0.888888889
1,41,CRNA,TOC02,1/1/2021,35,0,38,35,1
1,41,CRNA,TOC02,2/1/2021,29,1,35,30,0.966666667
1,41,CRNA,TOC02,3/1/2021,56,0,33,56,1
1,41,CRNA,TOC02,4/1/2021,31,0,23,31,1
1,41,CRNA,TOC02,6/1/2021,45,0,50,45,1
1,41,CRNA,TOC02,7/1/2021,52,0,33,52,1
1,41,CRNA,TOC02,8/1/2021,31,0,40,31,1
1,41,CRNA,TOC02,11/1/2021,30,0,29,30,1
1,42,CRNA,BP02,1/1/2021,54,1,8,55,0.981818182
1,42,CRNA,BP02,2/1/2021,54,2,2,56,0.964285714
1,42,CRNA,BP02,3/1/2021,91,3,4,94,0.968085106
1,42,CRNA,BP02,4/1/2021,57,2,0,59,0.966101695
1,42,CRNA,BP02,5/1/2021,53,1,4,54,0.981481481
1,42,CRNA,BP02,6/1/2021,75,1,2,76,0.986842105
1,42,CRNA,BP02,7/1/2021,80,0,3,80,1
1,42,CRNA,BP02,8/1/2021,66,1,6,67,0.985074627
1,42,CRNA,BP02,9/1/2021,76,1,15,77,0.987012987
1,42,CRNA,BP02,10/1/2021,92,2,11,94,0.978723404
1,42,CRNA,BP02,11/1/2021,55,3,5,58,0.948275862
1,42,CRNA,BP02,12/1/2021,28,2,3,30,0.933333333
1,42,CRNA,FLUID01NC,1/1/2021,59,0,4,59,1
1,42,CRNA,FLUID01NC,2/1/2021,57,0,1,57,1
1,42,CRNA,FLUID01NC,3/1/2021,98,0,0,98,1
1,42,CRNA,FLUID01NC,4/1/2021,59,0,0,59,1
1,42,CRNA,FLUID01NC,5/1/2021,56,0,2,56,1
1,42,CRNA,FLUID01NC,6/1/2021,75,0,3,75,1
1,42,CRNA,FLUID01NC,7/1/2021,81,0,2,81,1
1,42,CRNA,FLUID01NC,8/1/2021,70,0,3,70,1
1,42,CRNA,FLUID01NC,9/1/2021,87,0,5,87,1
1,42,CRNA,FLUID01NC,10/1/2021,102,0,3,102,1
1,42,CRNA,FLUID01NC,11/1/2021,63,0,0,63,1
1,42,CRNA,FLUID01NC,12/1/2021,30,0,3,30,1
1,42,CRNA,MED01,2/1/2021,35,0,23,35,1
1,42,CRNA,MED01,3/1/2021,78,0,20,78,1
1,42,CRNA,MED01,4/1/2021,34,0,25,34,1
1,42,CRNA,MED01,5/1/2021,44,0,14,44,1
1,42,CRNA,MED01,6/1/2021,52,0,26,52,1
1,42,CRNA,MED01,7/1/2021,47,0,36,47,1
1,42,CRNA,MED01,8/1/2021,42,0,31,42,1
1,42,CRNA,MED01,9/1/2021,52,0,40,52,1
1,42,CRNA,MED01,10/1/2021,63,0,42,63,1
1,42,CRNA,MED01,11/1/2021,34,0,29,34,1
1,42,CRNA,PONV03,1/1/2021,47,6,10,53,0.886792453
1,42,CRNA,PONV03,2/1/2021,43,4,11,47,0.914893617
1,42,CRNA,PONV03,3/1/2021,85,5,8,90,0.944444444
1,42,CRNA,PONV03,4/1/2021,40,2,17,42,0.952380952
1,42,CRNA,PONV03,5/1/2021,47,5,6,52,0.903846154
1,42,CRNA,PONV03,6/1/2021,68,3,7,71,0.957746479
1,42,CRNA,PONV03,7/1/2021,62,4,17,66,0.939393939
1,42,CRNA,PONV03,8/1/2021,61,1,11,62,0.983870968
1,42,CRNA,PONV03,9/1/2021,78,3,11,81,0.962962963
1,42,CRNA,PONV03,10/1/2021,82,2,21,84,0.976190476
1,42,CRNA,PONV03,11/1/2021,47,2,14,49,0.959183673
1,42,CRNA,PONV03b,1/1/2021,51,2,10,53,0.962264151
1,42,CRNA,PONV03b,2/1/2021,46,1,11,47,0.978723404
1,42,CRNA,PONV03b,3/1/2021,88,2,8,90,0.977777778
1,42,CRNA,PONV03b,4/1/2021,42,0,17,42,1
1,42,CRNA,PONV03b,5/1/2021,50,2,6,52,0.961538462
1,42,CRNA,PONV03b,6/1/2021,70,1,7,71,0.985915493
1,42,CRNA,PONV03b,7/1/2021,63,3,17,66,0.954545455
1,42,CRNA,PONV03b,8/1/2021,62,0,11,62,1
1,42,CRNA,PONV03b,9/1/2021,78,3,11,81,0.962962963
1,42,CRNA,PONV03b,10/1/2021,82,2,21,84,0.976190476
1,42,CRNA,PONV03b,11/1/2021,48,1,14,49,0.979591837
1,42,CRNA,BP01,1/1/2021,62,0,1,62,1
1,42,CRNA,BP01,2/1/2021,57,0,1,57,1
1,42,CRNA,BP01,3/1/2021,97,0,1,97,1
1,42,CRNA,BP01,4/1/2021,59,0,0,59,1
1,42,CRNA,BP01,5/1/2021,55,0,3,55,1
1,42,CRNA,BP01,6/1/2021,74,0,4,74,1
1,42,CRNA,BP01,7/1/2021,78,0,5,78,1
1,42,CRNA,BP01,8/1/2021,68,0,5,68,1
1,42,CRNA,BP01,9/1/2021,86,0,6,86,1
1,42,CRNA,BP01,10/1/2021,98,0,7,98,1
1,42,CRNA,BP01,11/1/2021,62,0,1,62,1
1,42,CRNA,BP01,12/1/2021,31,0,2,31,1
1,42,CRNA,BP03,1/1/2021,56,6,1,62,0.903225806
1,42,CRNA,BP03,2/1/2021,52,5,1,57,0.912280702
1,42,CRNA,BP03,3/1/2021,93,4,1,97,0.958762887
1,42,CRNA,BP03,4/1/2021,54,5,0,59,0.915254237
1,42,CRNA,BP03,5/1/2021,51,4,3,55,0.927272727
1,42,CRNA,BP03,6/1/2021,69,5,4,74,0.932432432
1,42,CRNA,BP03,7/1/2021,70,8,5,78,0.897435897
1,42,CRNA,BP03,8/1/2021,61,7,5,68,0.897058824
1,42,CRNA,BP03,9/1/2021,81,5,6,86,0.941860465
1,42,CRNA,BP03,10/1/2021,93,5,7,98,0.948979592
1,42,CRNA,BP03,11/1/2021,60,2,1,62,0.967741935
1,42,CRNA,BP03,12/1/2021,29,2,2,31,0.935483871
1,42,CRNA,TOC02,1/1/2021,44,0,19,44,1
1,42,CRNA,TOC02,2/1/2021,37,0,21,37,1
1,42,CRNA,TOC02,3/1/2021,83,0,15,83,1
1,42,CRNA,TOC02,4/1/2021,39,0,20,39,1
1,42,CRNA,TOC02,5/1/2021,45,0,13,45,1
1,42,CRNA,TOC02,6/1/2021,60,0,18,60,1
1,42,CRNA,TOC02,7/1/2021,51,0,32,51,1
1,42,CRNA,TOC02,8/1/2021,50,0,23,50,1
1,42,CRNA,TOC02,9/1/2021,57,0,35,57,1
1,42,CRNA,TOC02,10/1/2021,75,0,30,75,1
1,42,CRNA,TOC02,11/1/2021,38,1,24,39,0.974358974
1,44,CRNA,BP02,1/1/2021,39,1,8,40,0.975
1,44,CRNA,BP02,2/1/2021,33,0,1,33,1
1,44,CRNA,BP02,3/1/2021,48,0,2,48,1
1,44,CRNA,BP02,4/1/2021,53,0,4,53,1
1,44,CRNA,BP02,6/1/2021,46,1,0,47,0.978723404
1,44,CRNA,BP02,7/1/2021,37,1,3,38,0.973684211
1,44,CRNA,BP02,8/1/2021,76,0,6,76,1
1,44,CRNA,BP02,9/1/2021,60,0,1,60,1
1,44,CRNA,BP02,10/1/2021,108,0,2,108,1
1,44,CRNA,BP02,11/1/2021,45,0,1,45,1
1,44,CRNA,BP02,12/1/2021,54,1,2,55,0.981818182
1,44,CRNA,FLUID01NC,1/1/2021,45,0,3,45,1
1,44,CRNA,FLUID01NC,3/1/2021,48,0,2,48,1
1,44,CRNA,FLUID01NC,4/1/2021,55,0,2,55,1
1,44,CRNA,FLUID01NC,6/1/2021,45,0,2,45,1
1,44,CRNA,FLUID01NC,7/1/2021,38,0,3,38,1
1,44,CRNA,FLUID01NC,8/1/2021,79,0,3,79,1
1,44,CRNA,FLUID01NC,9/1/2021,60,0,1,60,1
1,44,CRNA,FLUID01NC,10/1/2021,107,0,3,107,1
1,44,CRNA,FLUID01NC,11/1/2021,43,0,3,43,1
1,44,CRNA,FLUID01NC,12/1/2021,53,0,4,53,1
1,44,CRNA,PONV03,1/1/2021,32,4,12,36,0.888888889
1,44,CRNA,PONV03,3/1/2021,26,4,20,30,0.866666667
1,44,CRNA,PONV03,4/1/2021,45,6,6,51,0.882352941
1,44,CRNA,PONV03,6/1/2021,36,4,7,40,0.9
1,44,CRNA,PONV03,7/1/2021,25,5,11,30,0.833333333
1,44,CRNA,PONV03,8/1/2021,58,5,19,63,0.920634921
1,44,CRNA,PONV03,9/1/2021,48,4,9,52,0.923076923
1,44,CRNA,PONV03,10/1/2021,97,3,10,100,0.97
1,44,CRNA,PONV03,11/1/2021,43,1,2,44,0.977272727
1,44,CRNA,PONV03,12/1/2021,37,0,20,37,1
1,44,CRNA,PONV03b,1/1/2021,36,0,12,36,1
1,44,CRNA,PONV03b,3/1/2021,28,2,20,30,0.933333333
1,44,CRNA,PONV03b,4/1/2021,48,3,6,51,0.941176471
1,44,CRNA,PONV03b,6/1/2021,38,2,7,40,0.95
1,44,CRNA,PONV03b,7/1/2021,27,3,11,30,0.9
1,44,CRNA,PONV03b,8/1/2021,60,3,19,63,0.952380952
1,44,CRNA,PONV03b,9/1/2021,49,3,9,52,0.942307692
1,44,CRNA,PONV03b,10/1/2021,99,1,10,100,0.99
1,44,CRNA,PONV03b,11/1/2021,43,1,2,44,0.977272727
1,44,CRNA,PONV03b,12/1/2021,37,0,20,37,1
1,44,CRNA,BP01,1/1/2021,46,0,2,46,1
1,44,CRNA,BP01,2/1/2021,31,0,3,31,1
1,44,CRNA,BP01,3/1/2021,47,0,3,47,1
1,44,CRNA,BP01,4/1/2021,55,0,2,55,1
1,44,CRNA,BP01,6/1/2021,47,0,0,47,1
1,44,CRNA,BP01,7/1/2021,39,0,2,39,1
1,44,CRNA,BP01,8/1/2021,78,0,4,78,1
1,44,CRNA,BP01,9/1/2021,58,1,2,59,0.983050847
1,44,CRNA,BP01,10/1/2021,107,0,3,107,1
1,44,CRNA,BP01,11/1/2021,43,1,2,44,0.977272727
1,44,CRNA,BP01,12/1/2021,50,0,7,50,1
1,44,CRNA,BP03,1/1/2021,42,4,2,46,0.913043478
1,44,CRNA,BP03,2/1/2021,24,6,4,30,0.8
1,44,CRNA,BP03,3/1/2021,42,5,3,47,0.893617021
1,44,CRNA,BP03,4/1/2021,55,0,2,55,1
1,44,CRNA,BP03,6/1/2021,45,2,0,47,0.957446809
1,44,CRNA,BP03,7/1/2021,36,3,2,39,0.923076923
1,44,CRNA,BP03,8/1/2021,75,3,4,78,0.961538462
1,44,CRNA,BP03,9/1/2021,52,7,2,59,0.881355932
1,44,CRNA,BP03,10/1/2021,103,4,3,107,0.962616822
1,44,CRNA,BP03,11/1/2021,40,4,2,44,0.909090909
1,44,CRNA,BP03,12/1/2021,48,2,7,50,0.96
1,44,CRNA,TOC02,4/1/2021,36,0,21,36,1
1,44,CRNA,TOC02,6/1/2021,33,0,14,33,1
1,44,CRNA,TOC02,8/1/2021,59,1,22,60,0.983333333
1,44,CRNA,TOC02,9/1/2021,40,0,21,40,1
1,44,CRNA,TOC02,10/1/2021,89,0,21,89,1
1,44,CRNA,TOC02,11/1/2021,38,0,8,38,1
1,44,CRNA,TOC02,12/1/2021,34,0,23,34,1
